uid,postnum,keywordsnum,ratio,followerscount,name
2638972844,1001,188,0.187812187812,168449,旅游大事件
1972996020,585,60,0.102564102564,65155,Larry_阿涛
1401259957,421,103,0.244655581948,117204,51雷人
1788708795,345,34,0.0985507246377,95643,8090热门话题
1815840704,822,144,0.175182481752,108996,时尚汇网
2206304194,22,9,0.409090909091,70575,谢玲玉0913
2271970744,1000,12,0.012,404667,妈妈亲子育儿
2671577031,145,109,0.751724137931,120194,唐山中国陶瓷博览会
1650427851,518,62,0.119691119691,198396,体坛健将
2336720844,1099,133,0.12101910828,101132,米T00
2181009777,264,65,0.246212121212,174619,全球热播电影榜
2467203027,169,5,0.0295857988166,145596,Plane了
1661044692,1000,86,0.086,420734,时尚潮人必修课
1167362005,327,145,0.443425076453,156253,中国书法家网站
2052196310,1097,705,0.642661804923,110731,官渡共青团
2092959707,329,47,0.142857142857,238826,心随恬动
1790085084,430,2,0.0046511627907,105849,壹舞倾城
2151385054,333,6,0.018018018018,79387,三本攝影
2644674527,1000,80,0.08,76188,辽宁医巫闾山
2686978020,232,2,0.00862068965517,64742,麦兜猪心情集
2548729831,119,5,0.0420168067227,136495,Tmall天猫特价馆
1802897384,129,192,1.48837209302,50115,喜欢吃喝的丫儿
2483980272,1094,103,0.0941499085923,119152,小淑女丶
1774028785,1006,288,0.286282306163,55937,经典生活百科
2532837362,182,35,0.192307692308,505514,实用育儿知识大全
2667513844,908,58,0.0638766519824,111549,古典俏佳人
2659485691,525,644,1.22666666667,99418,中国互联新闻网
2671970301,803,84,0.104607721046,63724,全球最热微博
1780353022,1098,154,0.140255009107,50098,胡向伟
2493312000,1000,331,0.331,104962,阿宏的秋天
2625865730,362,76,0.209944751381,206931,时尚一精选
2302150660,45,17,0.377777777778,52279,乔口渔都乐园
1150420997,460,32,0.0695652173913,109335,丁六哥
2672651265,1099,288,0.262056414923,209324,99鸟人
